gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,playType,yardlineSide,yardlineNumber,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,preSnapVisitorScore,preSnapHomeScore,gameClock,absoluteYardlineNumber,penaltyCodes,penaltyJerseyNumbers,passResult,offensePlayResult,playResult,epa,isDefensivePI,throwFrame,passerId,ball_x_at_throw,ball_y_at_throw,catchFrame,catchNflId,catch_x,catch_y,interceptFrame,interceptNflId,int_x,int_y,targetId,breakFrame,anticipation_frames,anticipation_seconds,snapFrame,timeToThrow_sec
2018091611,3950,"(:26) (No Huddle, Shotgun) C.Keenum pass short right to J.Heuerman pushed ob at OAK 44 for 4 yards (T.Whitehead).",4,3,3,DEN,play_type_pass,OAK,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,19.0,17.0,00:26:00,62.0,,,C,4,4,0.578283441522986,False,21.0,497322.0,66.41,40.74,33.0,497322.0,73.47,42.08,,,,,497322.0,2.0,19.0,1.9000000000000001,1,2.0
2018100703,2818,(4:27) (Shotgun) J.Flacco pass short middle to W.Snead IV to CLV 25 for 13 yards (J.Collins).,3,2,5,BAL,play_type_pass,CLE,38,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,9.0,04:27:00,72.0,,,C,13,13,1.0364419418952,False,26.0,382.0,64.59,24.18,34.0,382.0,64.72,24.58,,,,,382.0,3.0,23.0,2.3000000000000003,1,2.5
2018100703,2794,(5:06) (Shotgun) J.Flacco pass short right to J.Allen to CLV 38 for 5 yards (C.Kirksey; T.Coley).,3,1,10,BAL,play_type_pass,CLE,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,9.0,05:06:00,67.0,,,C,5,5,-0.0811680030589388,False,25.0,382.0,58.71,24.32,34.0,382.0,57.52,24.8,,,,,382.0,4.0,21.0,2.1,1,2.4000000000000004
2018121602,1843,"(1:34) (No Huddle, Shotgun) M.Stafford pass short right to L.Toilolo to DET 37 for 3 yards (C.Thompson). Caught at DET 36.",2,2,5,DET,play_type_pass,DET,34,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,13.0,7.0,01:34:00,76.0,,,C,3,3,-0.325536820052433,False,21.0,79860.0,83.65,23.41,28.0,79860.0,84.03,23.52,,,,,79860.0,4.0,17.0,1.7000000000000002,1,2.0
2018121602,1959,"(:33) (No Huddle, Shotgun) J.Allen pass short right to I.McKenzie to BUF 25 for 2 yards (N.Lawson). Caught at BUF 25, crossing from middle.",2,1,10,BUF,play_type_pass,BUF,23,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"1 DL, 3 LB, 7 DB",TRADITIONAL,13.0,7.0,00:33:00,33.0,,,C,2,2,-0.141588675994302,False,27.0,71441.0,56.29,20.26,33.0,71441.0,58.01,19.7,,,,,71441.0,,,,1,2.6
2018120911,3920,"(2:46) (No Huddle, Shotgun) J.Rosen pass incomplete short right to J.Nelson.",4,1,10,ARI,play_type_pass,DET,39,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,3.0,"1 DL, 3 LB, 7 DB",TRADITIONAL,17.0,3.0,02:46:00,71.0,,,I,0,0,-0.272655913412899,False,31.0,71441.0,93.82,21.17,,,,,,,,,,,,,1,3.0
2018102900,445,"(9:39) (No Huddle, Shotgun) T.Brady pass short right to J.Edelman to NE 36 for 11 yards (M.Milano). Caught near sideline at NE 30.",1,2,5,NE,play_type_pass,NE,25,EMPTY,"2 RB, 1 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0.0,0.0,09:39:00,85.0,,,C,11,11,1.28718532381092,False,24.0,238498.0,80.79,29.21,36.0,238498.0,78.27,33.07,,,,,238498.0,3.0,21.0,2.1,1,2.3000000000000003
2018122400,4003,"(4:05) (No Huddle, Shotgun) C.Keenum pass short left to D.Hamilton ran ob at DEN 24 for 2 yards.",4,2,6,DEN,play_type_pass,DEN,22,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,14.0,27.0,04:05:00,88.0,,,C,2,2,-0.601897268346319,False,29.0,2495153.0,78.99,16.72,44.0,2495153.0,78.05,13.13,,,,,2495153.0,,,,1,2.8000000000000003
2018121602,3087,"(14:14) (Shotgun) M.Stafford pass incomplete deep right to T.Jones. Overthrown, receiver at BUF 30, slanting from middle.",4,3,9,DET,play_type_pass,DET,45,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,13.0,7.0,14:14:00,55.0,,,I,0,0,-1.75906657008459,False,30.0,79860.0,45.92,30.15,,,,,,,,,,,,,1,2.9000000000000004
2018091611,3815,(1:51) (Shotgun) C.Keenum pass incomplete short right to De.Thomas (R.Melvin).,4,1,20,DEN,play_type_pass,DEN,10,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,19.0,17.0,01:51:00,20.0,,,I,0,0,-0.23416128325339,False,19.0,497322.0,22.71,19.17,,,,,,,,,,,,,1,1.8
2018121602,3130,"(14:02) (Shotgun) J.Allen pass incomplete deep middle to D.Thompson. Off receiver's hands at DET 28, slanting from right.",4,1,10,BUF,play_type_pass,BUF,20,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,13.0,7.0,14:02:00,90.0,,,I,0,0,-0.542566624780497,False,37.0,2534436.0,67.05,40.37,,,,,,,,,,,,,1,3.6
2018121602,3275,(12:41) (Shotgun) M.Stafford pass incomplete short middle to T.Jones (L.Alexander) [S.Lawson]. Receiver and coverage at DET 28.,4,2,13,DET,play_type_pass,DET,15,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,13.0,7.0,12:41:00,25.0,,,I,0,0,-0.835680482427289,False,34.0,79860.0,15.71,23.28,,,,,,,,,,,,,1,3.3000000000000003
2018122304,944,(15:00) (Shotgun) T.Heinicke pass incomplete deep left to C.Samuel [G.Jarrett].,2,3,6,CAR,play_type_pass,CAR,15,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,7.0,7.0,15:00:00,25.0,,,I,0,0,-1.39416691619142,False,25.0,2532978.0,26.14,34.13,,,,,,,,,,,,,1,2.4000000000000004
2018121602,1988,"(:13) (No Huddle, Shotgun) J.Allen pass incomplete deep left to Z.Jones (D.Slay). Receiver and coverage in flat at DET 27.",2,2,8,BUF,play_type_pass,BUF,25,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"1 DL, 3 LB, 7 DB",SCRAMBLE,13.0,7.0,00:13:00,35.0,,,I,0,0,-0.236822737946013,False,48.0,71441.0,66.39,13.34,,,,,,,,,,,,,2,4.6000000000000005
2018121608,4045,"(3:47) (No Huddle, Shotgun) E.Manning pass short middle to S.Barkley to TEN 43 for 11 yards (W.Woodyard).",4,1,10,NYG,play_type_pass,NYG,46,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,17.0,0.0,03:47:00,64.0,,,C,11,11,0.579021759309181,False,36.0,2354.0,45.85,24.46,44.0,2354.0,44.47,24.55,,,,,2354.0,44.0,-8.0,-0.8,2,3.4000000000000004
2018122304,126,"(13:53) (No Huddle, Shotgun) T.Heinicke pass short right to C.McCaffrey ran ob at ATL 48 for 14 yards (D.Kazee).",1,1,10,CAR,play_type_pass,CAR,38,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"5 DL, 2 LB, 4 DB",TRADITIONAL,0.0,0.0,13:53:00,72.0,,,C,14,14,0.903754247062849,False,20.0,2532978.0,68.82,23.49,38.0,2532978.0,66.41,31.27,,,,,2532978.0,2.0,18.0,1.8,2,1.8
2018093010,3229,(14:30) C.Beathard pass deep middle to K.Bourne to LAC 24 for 17 yards (J.Brown).,4,1,10,SF,play_type_pass,LAC,41,SINGLEBACK,"2 RB, 2 TE, 1 WR",7.0,3.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,24.0,26.0,14:30:00,51.0,,,C,17,17,0.926378276997487,False,48.0,2532861.0,46.01,34.02,59.0,2532861.0,44.41,33.58,,,,,2532861.0,2.0,46.0,4.6000000000000005,2,4.6000000000000005
2018102806,3456,(5:03) (Shotgun) E.Manning pass incomplete short right to E.Engram.,4,1,10,NYG,play_type_pass,WAS,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,13.0,3.0,05:03:00,70.0,,,I,0,0,-0.336896166118832,False,23.0,2495201.0,63.39,20.98,,,,,,,,,,,,,2,2.1
2018102900,613,"(7:37) (Shotgun) T.Brady pass incomplete short left to J.Gordon. Underthrown, receiver in flat at BUF 24.",1,1,10,NE,play_type_pass,BUF,29,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,0.0,07:37:00,39.0,,,I,0,0,-0.271592626677126,False,22.0,238498.0,36.04,26.84,,,,,,,,,,,,,2,2.0
2018121602,3839,"(4:41) (Shotgun) M.Stafford pass short right to K.Golladay to DET 33 for 3 yards (T.White). Flat pass, caught at DET 32.",4,1,10,DET,play_type_pass,DET,30,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,13.0,14.0,04:41:00,40.0,,,C,3,3,-0.251190990956856,False,22.0,79860.0,32.83,24.21,32.0,79860.0,32.63,24.03,,,,,79860.0,2.0,20.0,2.0,2,2.0
2018122304,4134,"(3:05) (No Huddle, Shotgun) T.Heinicke pass incomplete deep left to D.Moore.",4,1,10,CAR,play_type_pass,CAR,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,24.0,10.0,03:05:00,53.0,,,I,0,0,-0.33881696239669,False,28.0,2532978.0,64.13,36.55,,,,,,,,,,,,,2,2.6
2018120209,3288,"(7:09) (No Huddle, Shotgun) C.Newton pass incomplete short right to C.Samuel (Dev.Harris).",4,1,10,CAR,play_type_pass,CAR,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,17.0,24.0,07:09:00,62.0,,,I,0,0,-0.430914379173729,False,30.0,2495455.0,71.91,23.56,,,,,,,,,,,,,2,2.8000000000000003
2018122400,3978,(4:33) (Shotgun) C.Keenum pass short left to D.Booker to DEN 22 for 4 yards (K.Wilber).,4,1,10,DEN,play_type_pass,DEN,18,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,14.0,27.0,04:33:00,92.0,,,C,4,4,-0.0772359391416663,False,26.0,2495153.0,85.53,40.4,45.0,2495153.0,81.52,35.17,,,,,2495153.0,4.0,22.0,2.2,2,2.4000000000000004
2018122201,1719,"(1:08) P.Rivers pass incomplete deep middle to K.Allen. PENALTY on BLT-T.Jefferson, Defensive Pass Interference, 15 yards, enforced at LAC 48 - No Play.",2,3,1,LAC,play_type_unknown,LAC,48,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,,"2 DL, 3 LB, 6 DB",,,,,,DPI,BAL 23,I,0,15,1.33607773505794,True,28.0,4365.0,52.12,26.34,,,,,,,,,,,,,2,2.6
2018122304,4083,"(3:50) (No Huddle, Shotgun) T.Heinicke pass short right to C.Samuel to CAR 36 for 8 yards (D.Trufant).",4,1,10,CAR,play_type_pass,CAR,28,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,24.0,10.0,03:50:00,38.0,,,C,8,8,-0.003237870652998,False,30.0,2532978.0,49.97,15.87,50.0,2532978.0,56.42,21.26,,,,,2532978.0,2.0,28.0,2.8000000000000003,2,2.8000000000000003
2018092312,3624,"(7:15) (Shotgun) D.Prescott pass short middle to T.Austin for 3 yards, TOUCHDOWN.",4,2,3,DAL,play_type_pass,SEA,3,SHOTGUN,"2 RB, 1 TE, 2 WR",8.0,3.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,6.0,24.0,07:15:00,107.0,,,C,3,3,1.44247750273817,False,,,,,,,,,,,,,,,,,3,
2018123001,1425,(7:09) (Shotgun) R.Tannehill sacked at BUF 43 for -9 yards (J.Hughes).,2,3,8,MIA,play_type_sack,BUF,34,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,14.0,07:09:00,76.0,,,S,-9,-9,-2.26712766557961,False,,,,,,,,,,,,,,,,,3,
2018123008,2030,(:42) (Shotgun) E.Manning pass incomplete short right to E.Engram.,2,2,3,NYG,play_type_pass,DAL,38,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,14.0,0.0,00:42:00,72.0,,,I,0,0,-0.330242211242357,False,28.0,496937.0,64.68,24.96,,,,,,,,,,,,,3,2.5
2018123008,1946,"(:56) (No Huddle, Shotgun) E.Manning pass short middle to S.Barkley to DAL 45 for 17 yards (L.Vander Esch).",2,1,10,NYG,play_type_pass,NYG,38,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,14.0,0.0,00:56:00,48.0,,,C,17,17,0.622487720916891,False,37.0,496937.0,66.2,26.5,42.0,496937.0,67.92,26.5,,,,,496937.0,5.0,32.0,3.2,3,3.4000000000000004
2018101400,4119,(:15) J.Winston spiked the ball to stop the clock.,4,1,10,TB,play_type_pass,ATL,21,,"1 RB, 1 TE, 3 WR",6.0,0.0,"3 DL, 3 LB, 5 DB",UNKNOWN,29.0,34.0,00:15:00,89.0,,,I,0,0,-0.122889493470724,False,,,,,,,,,,,,,,,,,3,
2018091611,3141,"(10:55) (No Huddle, Shotgun) C.Keenum pass short left to J.Heuerman to OAK 22 for 6 yards (G.Conley).",4,2,8,DEN,play_type_pass,OAK,28,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,19.0,10.0,10:55:00,82.0,,,C,6,6,-0.0677494282186788,False,29.0,497322.0,85.16,4.05,39.0,497322.0,86.05,0.51,,,,,497322.0,3.0,26.0,2.6,3,2.6
2018111900,5048,(2:07) (Shotgun) J.Goff pass short right to G.Everett ran ob at 50 for 2 yards (D.Sorensen).,4,1,10,LA,play_type_pass,LA,48,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,51.0,47.0,02:07:00,58.0,,,C,2,2,-0.176641040563503,False,32.0,2307.0,69.86,14.52,43.0,2307.0,73.87,11.9,,,,,2307.0,,,,3,2.9000000000000004
2018123008,735,"(2:05) (No Huddle, Shotgun) D.Prescott pass incomplete short left to D.Schultz [O.Vernon].",1,1,10,DAL,play_type_pass,NYG,15,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,0.0,0.0,02:05:00,95.0,,,I,0,0,-0.195229690025775,False,30.0,2532875.0,106.37,8.56,,,,,,,,,,,,,3,2.7
2018100703,2866,(3:24) (Shotgun) J.Flacco pass short left to M.Crabtree pushed ob at CLV 17 for 1 yard (D.Randall).,3,2,3,BAL,play_type_pass,CLE,18,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,9.0,03:24:00,92.0,,,C,1,1,-0.354612862126804,False,22.0,382.0,84.4,30.18,35.0,382.0,83.17,31.01,,,,,382.0,5.0,17.0,1.7000000000000002,3,1.9000000000000001
2018123001,4067,(4:49) J.Allen pass short right to K.Williams to MIA 31 for 9 yards (M.Hull). Caught in flat at MIA 41 (K.Williams lined up at FB).,4,1,10,BUF,play_type_pass,MIA,40,JUMBO,"6 OL, 2 RB, 1 TE, 0 WR,1 DL",10.0,7.0,"7 DL, 3 LB, 1 DB",SCRAMBLE_ROLLOUT_RIGHT,17.0,42.0,04:49:00,70.0,,,C,9,9,0.202034256353217,False,30.0,2495139.0,79.5,21.71,43.0,2495139.0,86.65,14.42,,,,,2495139.0,7.0,23.0,2.3000000000000003,3,2.7
2018123008,1784,(2:00) (Shotgun) D.Prescott pass incomplete short right to D.Jackson.,2,2,9,DAL,play_type_pass,NYG,19,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,7.0,0.0,02:00:00,29.0,,,I,0,0,-0.37460961723065,False,39.0,2532875.0,13.09,42.08,,,,,,,,,,,,,3,3.6
2018101500,3457,(3:52) (Shotgun) C.Beathard sacked at SF 11 for -12 yards (C.Matthews).,4,3,10,SF,play_type_sack,SF,23,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"1 DL, 4 LB, 6 DB",SCRAMBLE,30.0,23.0,03:52:00,87.0,,,S,-12,-12,-1.65205447579879,False,,,,,,,,,,,,,,,,,4,
2018123008,1026,(14:11) (Shotgun) D.Prescott pass incomplete short middle to A.Cooper.,2,1,10,DAL,play_type_pass,NYG,49,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0.0,0.0,14:11:00,59.0,,,I,0,0,-0.468363963887671,False,27.0,71197.0,68.09,33.87,,,,,,,,,,,,,4,2.3000000000000003
2018102900,473,"(9:20) (No Huddle, Shotgun) T.Brady pass short right to J.White pushed ob at NE 45 for 9 yards (P.Gaines). Caught near sideline at NE 40.",1,1,10,NE,play_type_pass,NE,36,EMPTY,"2 RB, 1 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0.0,0.0,09:20:00,74.0,,,C,9,9,0.0675669794501434,False,29.0,238498.0,70.4,29.26,48.0,238498.0,70.2,39.25,,,,,238498.0,4.0,25.0,2.5,4,2.5
2018123008,929,(15:00) (Shotgun) E.Manning pass incomplete short right to S.Barkley.,2,3,14,NYG,play_type_pass,NYG,20,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,0.0,0.0,15:00:00,30.0,,,I,0,0,-1.52423976326958,False,34.0,2505996.0,20.3,22.86,,,,,,,,,,,,,4,3.0
2018123008,819,"(1:07) E.Manning pass short right to E.Penny to NYG 30 for 6 yards (M.Collins, J.Heath).",1,1,10,NYG,play_type_pass,NYG,24,I_FORM,"2 RB, 1 TE, 2 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0.0,0.0,01:07:00,86.0,,,C,6,6,-0.106352348613219,False,27.0,496937.0,80.65,29.03,34.0,496937.0,78.07,31.03,,,,,496937.0,,,,4,2.3000000000000003
2018123008,3673,(8:20) (Shotgun) E.Manning pass short left to C.Latimer to NYG 35 for 11 yards (J.Thomas).,4,3,12,NYG,play_type_pass,NYG,24,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,28.0,25.0,08:20:00,86.0,,,C,11,11,-0.84609901270118,False,36.0,2505996.0,95.43,20.36,52.0,2505996.0,95.82,17.18,,,,,2505996.0,5.0,31.0,3.1,4,3.2
2018111200,4336,(:02) (No Huddle) N.Mullens spiked the ball to stop the clock.,4,1,10,SF,play_type_pass,NYG,21,,"1 RB, 1 TE, 3 WR",5.0,0.0,"2 DL, 3 LB, 6 DB",UNKNOWN,27.0,23.0,00:02:00,31.0,,,I,0,0,-0.0999318123763993,False,,,,,,,,,,,,,,,,,4,
2018123008,4457,"(1:19) (Shotgun) D.Prescott pass incomplete deep left to C.Beasley. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. (Shotgun) D.Prescott pass deep left to C.Beasley for 32 yards, TOUCHDOWN.",4,4,15,DAL,play_type_pass,NYG,32,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 3 LB, 6 DB",SCRAMBLE_ROLLOUT_LEFT,28.0,35.0,01:19:00,78.0,,,C,32,32,5.15358242942575,False,57.0,2532875.0,109.45,10.83,,,,,,,,,,,,,5,5.2
2018123008,199,(11:58) D.Prescott pass short left to N.Brown pushed ob at DAL 23 for 3 yards (M.Thomas).,1,1,10,DAL,play_type_pass,DAL,20,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0.0,0.0,11:58:00,30.0,,,C,3,3,-0.276320081717037,False,21.0,2532875.0,37.98,9.92,31.0,2532875.0,39.61,9.03,,,,,2532875.0,,,,5,1.6
2018121605,1063,"(13:15) (No Huddle, Shotgun) A.Luck pass short left to C.Rogers to IND 41 for 10 yards (A.Brown). PENALTY on IND-C.Rogers, Taunting, 15 yards, enforced between downs.",2,3,1,IND,play_type_pass,IND,31,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,2.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0.0,7.0,13:15:00,41.0,TAU,IND 80,C,10,10,1.11325392001152,False,17.0,2532865.0,42.07,44.82,28.0,2532865.0,44.45,45.5,,,,,2532865.0,34.0,-17.0,-1.7000000000000002,5,1.2000000000000002
