gameId,playId,snapFrame,throwFrame,catchFrame,breakFrame,timeToThrow_sec,anticipation_seconds,passResult,epa,targetId,passerId
2018090600,2811,11,43.0,59.0,8.0,3.2,3.5,C,1.90215049280166,2507763.0,2507763.0
2018090600,2980,11,37.0,52.0,,2.6,,C,0.0835350065622122,310.0,310.0
2018090600,3004,11,34.0,,,2.3000000000000003,,I,-1.74544215868495,,310.0
2018090600,3066,11,40.0,,,2.9000000000000004,,I,-0.907718903768431,,2507763.0
2018090600,3095,11,43.0,,,3.2,,I,-1.5350309156175,,2506467.0
2018090600,3181,11,42.0,,,3.1,,I,-0.923513465730884,,310.0
2018090600,3203,11,40.0,,,2.9000000000000004,,I,-1.6675471232179,,310.0
2018090600,3257,11,25.0,,,1.4000000000000001,,I,-0.302429394568295,,310.0
2018090600,3279,11,36.0,46.0,12.0,2.5,2.4000000000000004,C,-0.205349187153297,310.0,310.0
2018090600,3392,11,33.0,,,2.2,,IN,-2.99758861079052,,310.0
2018090600,3481,11,37.0,,,2.6,,IN,-5.38754045439559,,2507763.0
2018090600,3507,11,42.0,62.0,8.0,3.1,3.4000000000000004,C,1.16093637668398,310.0,310.0
2018090600,3678,11,40.0,,,2.9000000000000004,,I,-1.45191444274483,,2507763.0
2018090600,3791,11,23.0,33.0,12.0,1.2000000000000002,1.1,C,-0.89625011836378,310.0,310.0
2018090600,3815,11,,,,,,S,-1.01511898339018,,
2018090600,3844,11,43.0,59.0,10.0,3.2,3.3000000000000003,C,-0.343923961780219,310.0,310.0
2018090600,3904,11,29.0,43.0,12.0,1.8,1.7000000000000002,C,-0.28020006700326,2507763.0,2507763.0
2018090600,3928,11,45.0,,,3.4000000000000004,,I,-0.765125130944749,,2506467.0
2018090600,3950,11,40.0,56.0,,2.9000000000000004,,C,1.70156540468125,2506467.0,2506467.0
2018090600,3979,11,47.0,65.0,60.0,3.6,-1.3,C,0.0379609813302078,2506467.0,2506467.0
2018090600,4142,11,34.0,47.0,13.0,2.3000000000000003,2.1,C,-0.0684481276714521,310.0,310.0
2018090600,4166,11,41.0,58.0,13.0,3.0,2.8000000000000003,C,1.94807016216951,310.0,310.0
2018090600,4207,11,,,,,,I,-0.204607285803075,,
2018090600,4239,11,,,,,,S,-0.982487377531411,,
2018090600,4258,11,38.0,60.0,13.0,2.7,2.5,C,1.58734393953769,310.0,310.0
2018090600,4282,11,32.0,43.0,11.0,2.1,2.1,C,0.315291940137645,310.0,310.0
2018090600,4306,11,,,,,,S,-0.937203744021929,,
2018090600,4325,11,37.0,44.0,13.0,2.6,2.4000000000000004,C,1.04095365815268,310.0,310.0
2018090600,4366,11,72.0,,,6.1000000000000005,,I,-0.186996550183998,,310.0
2018090600,4395,11,35.0,,,2.4000000000000004,,I,-0.327626220796045,,310.0
2018090600,4417,11,39.0,,,2.8000000000000003,,I,-0.66630102396773,,310.0
2018090600,4472,11,32.0,,,2.1,,I,-4.19748486428596,,310.0
2018090901,72,11,30.0,37.0,2.0,1.9000000000000001,2.8000000000000003,C,-0.586900503371664,2506109.0,2506109.0
2018090901,96,11,24.0,,,1.3,,I,-1.69507033052963,,2506109.0
2018090901,157,11,34.0,45.0,3.0,2.3000000000000003,3.1,C,-0.844151365537765,496733.0,496733.0
2018090901,248,11,33.0,,,2.2,,I,-0.492116515440768,,496733.0
2018090901,291,11,31.0,,,2.0,,I,-1.75294489496159,,496727.0
2018090901,339,11,50.0,59.0,13.0,3.9000000000000004,3.7,C,0.938696543445416,2506109.0,2506109.0
2018090901,405,11,39.0,,,2.8000000000000003,,I,-0.911614437165099,,2506109.0
2018090901,439,11,23.0,35.0,14.0,1.2000000000000002,0.9,C,-1.77070373935035,2506109.0,2506109.0
2018090901,493,11,,,,,,S,1.01990861886283,,
2018090901,523,11,45.0,,,3.4000000000000004,,I,-0.554825909842368,,496733.0
2018090901,566,11,48.0,,,3.7,,I,-1.63293506472504,,496727.0
2018090901,613,11,31.0,,,2.0,,I,-0.478473184148376,,2506109.0
2018090901,635,11,33.0,,,2.2,,I,-0.874053744063335,,2506109.0
2018090901,680,11,35.0,52.0,14.0,2.4000000000000004,2.1,C,2.7504138781842,2506109.0,2506109.0
2018090901,704,11,52.0,,,4.1000000000000005,,IN,-4.03652663587018,,2506109.0
2018090901,865,11,35.0,45.0,11.0,2.4000000000000004,2.4000000000000004,C,-0.688523816006029,496727.0,496727.0
2018090901,854,11,32.0,,,2.1,,I,-1.63855243007502,,496727.0
2018090901,977,11,71.0,90.0,13.0,6.0,5.800000000000001,C,3.98772498659074,2506109.0,2506109.0
2018090901,1021,11,,,,,,S,-0.707883228513762,,
2018090901,1112,11,36.0,47.0,12.0,2.5,2.4000000000000004,C,0.852937894172208,2506109.0,2506109.0
2018090901,1136,11,25.0,35.0,7.0,1.4000000000000001,1.8,C,0.0433741562976744,2506109.0,2506109.0
2018090901,1177,11,31.0,,,2.0,,I,-0.364730206930759,,2506109.0
2018090901,1306,11,38.0,71.0,3.0,2.7,3.5,C,2.57216921304532,496727.0,496727.0
2018090901,1330,11,42.0,,,3.1,,I,-0.384901713974521,,496727.0
2018090901,1452,11,,,,,,C,-2.73404964307413,,
2018090901,1516,11,47.0,,,3.6,,IN,-1.47568157721255,,2506109.0
2018090901,1563,11,44.0,55.0,7.0,3.3000000000000003,3.7,C,1.14737680191946,496733.0,496733.0
2018090901,1682,11,,,,,,S,-1.13919618949353,,
2018090901,1742,11,26.0,36.0,13.0,1.5,1.3,C,0.728252073716548,2506109.0,2506109.0
2018090901,1766,11,37.0,46.0,14.0,2.6,2.3000000000000003,C,0.587448981383027,2506109.0,2506109.0
2018090901,1849,11,41.0,50.0,14.0,3.0,2.7,C,0.582182644089647,2506109.0,2506109.0
2018090901,1890,11,33.0,,,2.2,,I,-0.170929211882419,,2506109.0
2018090901,1912,11,26.0,,,1.5,,IN,-4.24874031813317,,2506109.0
2018090901,1976,11,,,,,,S,-1.45343086751708,,
2018090901,2055,11,,,,,,S,-1.62255660610282,,
2018090901,2324,11,29.0,39.0,13.0,1.8,1.6,C,4.1468096118751,2506109.0,2506109.0
2018090901,2448,11,33.0,,,2.2,,C,2.85631672933991,,2506109.0
2018090901,2522,11,69.0,77.0,13.0,5.800000000000001,5.6000000000000005,C,0.378077404637446,496733.0,496733.0
2018090901,2570,11,38.0,,,2.7,,I,-0.55618382305444,,496733.0
2018090901,2613,11,,,,,,S,-1.8765601659118,,
2018090901,2757,11,27.0,,,1.6,,I,-0.525078522574279,,496733.0
2018090901,2800,11,46.0,71.0,19.0,3.5,2.7,C,4.30964308619614,496727.0,496727.0
2018090901,2841,11,50.0,,,3.9000000000000004,,I,-0.457737947613985,,496733.0
2018090901,2863,11,24.0,,,1.3,,I,-0.842358268407014,,496733.0
2018090901,2885,11,41.0,,,3.0,,I,-1.73135835740792,,496727.0
2018090901,2972,11,30.0,47.0,7.0,1.9000000000000001,2.3000000000000003,C,1.98126983081961,2506109.0,2506109.0
2018090901,3038,11,36.0,45.0,11.0,2.5,2.5,C,2.67124600985484,2506109.0,2506109.0
2018090901,3079,11,32.0,,,2.1,,I,-0.471953645973808,,2506109.0
2018090901,3143,11,29.0,,,1.8,,I,-0.360872500403108,,2506109.0
2018090901,3267,11,33.0,43.0,,2.2,,C,-0.135826941554111,496733.0,496733.0
2018090901,3295,11,,,,,,S,-1.59621788940105,,
2018090901,3325,11,61.0,74.0,18.0,5.0,4.3,C,-1.27131664828799,496727.0,496727.0
2018090901,3441,11,30.0,,,1.9000000000000001,,I,-1.22628823373325,,2506109.0
2018090901,3482,11,33.0,,,2.2,,I,-0.410000949431082,,2495240.0
2018090901,3552,11,43.0,,,3.2,,I,-0.776346986063277,,2495240.0
2018090901,3600,11,35.0,,,2.4000000000000004,,I,-0.214676312481941,,2495240.0
2018090901,3622,11,32.0,,,2.1,,I,-0.448891884400371,,2495240.0
2018090901,3644,11,32.0,,,2.1,,I,-1.01321753490231,,496727.0
2018090901,3718,11,38.0,,,2.7,,I,-3.60569116372197,,496727.0
2018090901,3837,11,38.0,53.0,16.0,2.7,2.2,C,0.974860088115563,2506109.0,2506109.0
2018090901,3867,11,,,,,,S,-5.89732857901527,,
2018090901,3938,11,42.0,,,3.1,,I,-1.43466146869562,,496727.0
2018090901,4020,11,27.0,38.0,,1.6,,C,1.37204354692126,2506109.0,2506109.0
2018090901,4161,11,35.0,62.0,18.0,2.4000000000000004,1.7000000000000002,C,2.13628875681487,496727.0,496727.0
2018090901,4189,11,30.0,,,1.9000000000000001,,C,2.71816744758784,,496727.0
2018090901,4267,11,38.0,,,2.7,,I,-0.250605385558476,,2506109.0
2018090901,4289,11,33.0,,,2.2,,I,-0.456876254324062,,2506109.0
2018090901,4311,11,32.0,43.0,14.0,2.1,1.8,C,-0.76598053781623,2506109.0,2506109.0
2018090901,4414,11,57.0,69.0,14.0,4.6000000000000005,4.3,C,0.647377160607528,496727.0,496727.0
2018090901,4438,11,47.0,58.0,30.0,3.6,1.7000000000000002,C,0.107713136687575,496727.0,496727.0
2018090901,4495,11,33.0,,,2.2,,IN,-2.23748638728691,,496727.0
2018090901,4596,11,69.0,80.0,12.0,5.800000000000001,5.7,C,-0.397474315640048,2495240.0,2495240.0
2018090901,4620,11,34.0,,,2.3000000000000003,,I,-1.56782898332414,,2495240.0
2018090901,4688,11,49.0,60.0,7.0,3.8000000000000003,4.2,C,1.75579267658434,2506109.0,2506109.0
2018090901,4751,11,28.0,,,1.7000000000000002,,I,-0.478805767306161,,2506109.0
2018090901,4762,11,,,,,,S,-1.56038594598836,,
2018090901,4809,11,24.0,36.0,16.0,1.3,0.8,C,-0.696603737219866,2506109.0,2506109.0
2018090901,4896,11,,,,,,S,-0.848157771904438,,
2018090901,4924,11,40.0,51.0,18.0,2.9000000000000004,2.2,C,-0.784094118629589,496727.0,496727.0
2018090901,4983,11,31.0,,,2.0,,I,-0.399728803258353,,2506109.0
2018090901,5005,11,31.0,41.0,10.0,2.0,2.1,C,1.07037504861599,2506109.0,2506109.0
2018090901,5050,11,45.0,55.0,8.0,3.4000000000000004,3.7,C,0.662763685161757,2506109.0,2506109.0
2018090901,5150,11,30.0,39.0,13.0,1.9000000000000001,1.7000000000000002,C,-0.403918496981879,2506109.0,2506109.0
2018090901,5211,11,34.0,,,2.3000000000000003,,I,-0.241341623353306,,496727.0
2018090901,5233,11,34.0,,,2.3000000000000003,,I,-0.43345926323684,,496727.0
2018090901,5276,11,54.0,,,4.3,,I,-0.759073327411796,,496727.0
2018090901,5323,11,28.0,37.0,12.0,1.7000000000000002,1.6,C,0.198753320652216,2506109.0,2506109.0
2018090901,5347,11,37.0,,,2.6,,I,-0.168568589401544,,2506109.0
2018090901,5369,11,50.0,,,3.9000000000000004,,S,-4.30373528928127,,2506109.0
2018090901,5449,11,,,,,,I,-0.244426579005955,,
2018090901,5511,11,72.0,,,6.1000000000000005,,I,-0.97618812485815,,2506109.0
2018090902,81,11,40.0,,,2.9000000000000004,,IN,-6.62575900417933,,2495143.0
2018090902,163,11,40.0,,,2.9000000000000004,,IN,-3.77175295525138,,2532865.0
2018090902,210,11,37.0,51.0,11.0,2.6,2.6,C,2.94564770122725,2495143.0,2495143.0
2018090902,260,11,34.0,41.0,11.0,2.3000000000000003,2.3000000000000003,C,1.72850713213643,2495143.0,2495143.0
2018090902,305,11,30.0,39.0,10.0,1.9000000000000001,2.0,C,0.541026912384461,2495143.0,2495143.0
2018090902,350,11,34.0,,,2.3000000000000003,,I,-0.473975947279459,,2495143.0
2018090902,372,11,37.0,,,2.6,,I,-1.04808834348704,,2495143.0
2018090902,437,11,32.0,40.0,12.0,2.1,2.0,C,-0.323572091550218,2532865.0,2532865.0
2018090902,482,11,29.0,36.0,2.0,1.8,2.7,C,-0.110245416415666,2532865.0,2532865.0
2018090902,527,11,30.0,38.0,11.0,1.9000000000000001,1.9000000000000001,C,1.88952218114632,2532865.0,2532865.0
2018090902,551,11,22.0,30.0,11.0,1.1,1.1,C,-0.221490075536869,2532865.0,2532865.0
2018090902,575,11,43.0,52.0,12.0,3.2,3.1,C,1.07317375429824,2532865.0,2532865.0
2018090902,673,11,33.0,,,2.2,,I,-0.169671152839606,,2532865.0
2018090902,695,11,29.0,37.0,,1.8,,C,0.251404009170787,2532865.0,2532865.0
2018090902,797,11,58.0,67.0,12.0,4.7,4.6000000000000005,C,0.0064818406236586,2495143.0,2495143.0
2018090902,821,11,55.0,61.0,13.0,4.4,4.2,C,1.08949041416876,2495143.0,2495143.0
2018090902,845,11,27.0,38.0,11.0,1.6,1.6,C,-4.24417453227267,2495143.0,2495143.0
2018090902,885,11,47.0,59.0,11.0,3.6,3.6,C,-0.0189354408549356,2532865.0,2532865.0
2018090902,989,11,38.0,,,2.7,,I,-0.50324234475543,,2532865.0
2018090902,1011,11,37.0,47.0,13.0,2.6,2.4000000000000004,C,0.0550638147812939,2532865.0,2532865.0
2018090902,1040,11,39.0,49.0,12.0,2.8000000000000003,2.7,C,1.9730820462244,2532865.0,2532865.0
2018090902,1085,11,42.0,,,3.1,,C,3.13030715791702,,2532865.0
2018090902,1182,11,37.0,44.0,11.0,2.6,2.6,C,0.0186381946563997,2495143.0,2495143.0
2018090902,1206,11,42.0,49.0,11.0,3.1,3.1,C,0.0014304196309194,2495143.0,2495143.0
2018090902,1302,11,77.0,,,6.6000000000000005,,I,-0.849367756460221,,2532865.0
2018090902,1326,11,34.0,47.0,,2.3000000000000003,,C,2.09645653272343,2532865.0,2532865.0
2018090902,1406,11,33.0,40.0,12.0,2.2,2.1,C,1.49847931805789,2532865.0,2532865.0
2018090902,1472,11,36.0,43.0,8.0,2.5,2.8000000000000003,C,1.66391233050575,2532865.0,2532865.0
2018090902,1517,11,28.0,34.0,14.0,1.7000000000000002,1.4000000000000001,C,-0.221628870227843,2532865.0,2532865.0
2018090902,1541,11,40.0,,,2.9000000000000004,,I,-0.923445555071209,,2532865.0
2018090902,1614,11,35.0,44.0,11.0,2.4000000000000004,2.4000000000000004,C,-0.15497306471795,2495143.0,2495143.0
2018090902,1730,11,42.0,,,3.1,,I,-0.165740662798921,,2495143.0
2018090902,1752,11,24.0,,,1.3,,C,1.88620781807042,,2495143.0
2018090902,1815,11,36.0,45.0,53.0,2.5,-1.7000000000000002,C,-0.0900250349604055,2532865.0,2532865.0
2018090902,1839,11,26.0,33.0,7.0,1.5,1.9000000000000001,C,0.281088542658407,2532865.0,2532865.0
2018090902,1863,11,42.0,50.0,13.0,3.1,2.9000000000000004,C,0.03735465350978,2532865.0,2532865.0
2018090902,1904,11,40.0,50.0,5.0,2.9000000000000004,3.5,C,-0.345256256754696,2532865.0,2532865.0
2018090902,2002,11,30.0,38.0,,1.9000000000000001,,C,-0.458872470145671,2532865.0,2532865.0
2018090902,2043,11,48.0,56.0,11.0,3.7,3.7,C,0.208683454220874,2532865.0,2532865.0
2018090902,2166,11,51.0,,,4.0,,I,-0.552399764611827,,2532865.0
2018090902,2209,11,,,,,,S,-2.03167562737657,,
2018090902,2297,11,,,,,,S,-1.61785755297105,,
2018090902,2316,11,41.0,50.0,36.0,3.0,0.5,C,-1.11283616253312,2495143.0,2495143.0
2018090902,2382,11,36.0,43.0,,2.5,,C,0.0299307185813502,2532865.0,2532865.0
2018090902,2406,11,40.0,49.0,74.0,2.9000000000000004,-3.4000000000000004,C,1.29605744066349,2532865.0,2532865.0
2018090902,2435,11,36.0,,,2.5,,I,-0.375721095153431,,2532865.0
2018090902,2457,11,33.0,40.0,45.0,2.2,-1.2000000000000002,C,-0.138355554852984,2532865.0,2532865.0
2018090902,2481,11,42.0,51.0,12.0,3.1,3.0,C,1.53969736267934,2532865.0,2532865.0
2018090902,2505,11,36.0,,,2.5,,I,-0.215286911864352,,2532865.0
2018090902,2527,11,29.0,35.0,12.0,1.8,1.7000000000000002,C,0.019109469665489,2532865.0,2532865.0
2018090902,2558,11,28.0,36.0,13.0,1.7000000000000002,1.5,C,1.21935676510351,2532865.0,2532865.0
2018090902,2582,11,22.0,29.0,6.0,1.1,1.6,C,1.4841161507692,2532865.0,2532865.0
2018090902,2662,11,23.0,30.0,12.0,1.2000000000000002,1.1,C,-0.184188731906891,2495143.0,2495143.0
2018090902,2686,11,22.0,28.0,11.0,1.1,1.1,C,0.915393294248171,2495143.0,2495143.0
2018090902,2710,11,20.0,27.0,12.0,0.9,0.8,C,-0.270635750221452,2495143.0,2495143.0
2018090902,2739,11,51.0,,,4.0,,I,-0.913386503032131,,2495143.0
2018090902,2824,11,45.0,,,3.4000000000000004,,C,3.48762887372616,,2495143.0
2018090902,2933,11,38.0,,,2.7,,I,-0.925207927099181,,2532865.0
2018090902,2955,11,41.0,55.0,11.0,3.0,3.0,C,2.60064495547993,2532865.0,2532865.0
2018090902,3092,11,,,,,,S,-1.17946253867778,,
2018090902,3113,11,22.0,,,1.1,,I,-1.45251956125422,,2532865.0
2018090902,3214,11,,,,,,S,-1.26556821206811,,
2018090902,3299,11,33.0,40.0,8.0,2.2,2.5,C,1.00104787990276,2495143.0,2495143.0
2018090902,3480,11,32.0,43.0,12.0,2.1,2.0,C,0.0300621980975431,2532865.0,2532865.0
2018090902,3525,11,35.0,,,2.4000000000000004,,I,-1.58292923230998,,2532865.0
2018090902,3597,11,38.0,52.0,13.0,2.7,2.5,C,1.60913697591926,2495143.0,2495143.0
2018090902,3674,11,32.0,40.0,8.0,2.1,2.4000000000000004,C,-0.286110051078367,2495143.0,2495143.0
2018090902,3698,11,63.0,75.0,11.0,5.2,5.2,C,2.31926171540381,2495143.0,2495143.0
2018090902,3727,11,42.0,49.0,11.0,3.1,3.1,C,-0.0199832007819585,2495143.0,2495143.0
2018090902,3751,11,30.0,40.0,12.0,1.9000000000000001,1.8,C,1.09827931251587,2495143.0,2495143.0
2018090902,3812,11,35.0,,,2.4000000000000004,,I,-0.438522374959458,,2495143.0
2018090902,3851,11,61.0,,,5.0,,I,-0.997284164065624,,2495143.0
2018090902,3907,11,36.0,,,2.5,,I,-0.408324694047114,,2532865.0
2018090902,3929,11,37.0,,,2.6,,I,-0.719341688546094,,2532865.0
2018090902,3962,11,35.0,45.0,9.0,2.4000000000000004,2.6,C,1.69404760282048,2532865.0,2532865.0
2018090902,3986,7,31.0,38.0,,2.4000000000000004,,C,-0.184626069382339,2532865.0,2532865.0
2018090902,4031,11,38.0,47.0,12.0,2.7,2.6,C,1.09300631792775,2532865.0,2532865.0
2018090902,4055,11,36.0,46.0,11.0,2.5,2.5,C,-0.0426519073596836,2532865.0,2532865.0
2018090902,4096,11,34.0,43.0,62.0,2.3000000000000003,-2.8000000000000003,C,0.551024920241575,2532865.0,2532865.0
2018090902,4120,11,41.0,48.0,3.0,3.0,3.8000000000000003,C,0.164452915960448,2532865.0,2532865.0
2018090902,4144,11,34.0,42.0,13.0,2.3000000000000003,2.1,C,0.265737976848379,2532865.0,2532865.0
2018090902,4173,11,27.0,34.0,11.0,1.6,1.6,C,-0.595590530368652,2532865.0,2532865.0
2018090902,4197,11,55.0,,,4.4,,I,-0.319960652775157,,2532865.0
2018090902,4219,11,34.0,44.0,11.0,2.3000000000000003,2.3000000000000003,C,-9.32588392461549,2532865.0,2532865.0
2018090902,4300,11,27.0,35.0,12.0,1.6,1.5,C,-0.749459485820667,2532865.0,2532865.0
2018090903,79,11,31.0,43.0,3.0,2.0,2.8000000000000003,C,1.02630518050844,496739.0,496739.0
2018090903,149,11,39.0,52.0,,2.8000000000000003,,C,2.36384260460961,496739.0,496739.0
2018090903,194,11,35.0,45.0,,2.4000000000000004,,C,-0.456071326092662,496739.0,496739.0
2018090903,218,11,37.0,,,2.6,,I,-1.13031140616308,,496739.0
2018090903,333,11,41.0,50.0,40.0,3.0,0.1,C,-0.0765265261399002,2354.0,2354.0
2018090903,382,11,25.0,36.0,,1.4000000000000001,,C,-1.53915606766857,2354.0,2354.0
2018090903,424,11,23.0,35.0,12.0,1.2000000000000002,1.1,C,0.810117916756005,496739.0,496739.0
2018090903,451,11,22.0,33.0,26.0,1.1,-0.4,C,1.07440921428203,496739.0,496739.0
2018090903,513,11,36.0,46.0,9.0,2.5,2.7,C,-0.49670963740659,496739.0,496739.0
2018090903,596,11,52.0,72.0,,4.1000000000000005,,C,2.24300716568523,496739.0,496739.0
2018090903,641,11,37.0,,,2.6,,I,-0.329679044917933,,496739.0
2018090903,663,11,68.0,,,5.7,,I,-0.881843574227378,,496739.0
2018090903,685,11,30.0,42.0,,1.9000000000000001,,C,-2.76890252257927,496739.0,496739.0
2018090903,762,11,22.0,30.0,13.0,1.1,0.9,C,-0.100874173624186,2354.0,2354.0
2018090903,791,11,43.0,,,3.2,,I,-0.879473128028215,,2354.0
2018090903,813,11,32.0,41.0,,2.1,,C,2.01945156308313,2354.0,2354.0
2018090903,837,11,43.0,54.0,13.0,3.2,3.0,C,-0.22825506809163,2354.0,2354.0
2018090903,878,11,27.0,39.0,4.0,1.6,2.3000000000000003,C,0.999565436385117,2354.0,2354.0
2018090903,941,11,28.0,43.0,47.0,1.7000000000000002,-1.9000000000000001,C,1.40928383846083,2354.0,2354.0
2018090903,1074,11,26.0,36.0,12.0,1.5,1.4000000000000001,C,1.85330784806018,2354.0,2354.0
2018090903,1146,11,36.0,45.0,60.0,2.5,-2.4000000000000004,C,0.12671539262604,496739.0,496739.0
2018090903,1235,11,36.0,,,2.5,,I,-1.63369948141872,,496739.0
2018090903,1336,11,31.0,42.0,9.0,2.0,2.2,C,1.64389539325975,2354.0,2354.0
2018090903,1444,11,30.0,42.0,5.0,1.9000000000000001,2.5,C,1.46493661040058,2354.0,2354.0
2018090903,1515,11,37.0,45.0,,2.6,,C,-0.327316259476785,2354.0,2354.0
2018090903,1556,11,48.0,,,3.7,,I,-3.75128314650398,,2354.0
2018090903,1585,11,25.0,,,1.4000000000000001,,I,-0.252672091917402,,496739.0
2018090903,1947,11,44.0,52.0,11.0,3.3000000000000003,3.3000000000000003,C,-0.651831677116354,2354.0,2354.0
2018090903,1971,11,37.0,,,2.6,,I,-1.69010842946926,,2354.0
2018090903,2064,11,30.0,,,1.9000000000000001,,I,-1.68918405880887,,496739.0
2018090903,2230,11,43.0,,,3.2,,IN,-5.0620819120953,,496739.0
2018090903,2267,11,32.0,42.0,54.0,2.1,-2.2,C,-0.089654771310069,2354.0,2354.0
2018090903,2381,11,40.0,50.0,12.0,2.9000000000000004,2.8000000000000003,C,0.275035433140675,2354.0,2354.0
2018090903,2405,11,43.0,58.0,,3.2,,C,0.964873289825936,2354.0,2354.0
2018090903,2453,11,21.0,,,1.0,,IN,-6.96781928429262,,2649.0
2018090903,2509,11,34.0,,,2.3000000000000003,,IN,-5.56828533642056,,496739.0
2018090903,2556,11,31.0,46.0,,2.0,,C,0.873445329455577,2354.0,2354.0
2018090903,2597,11,35.0,,,2.4000000000000004,,I,-0.189891898359294,,2354.0
